neighborOf iraq jordan,neighborOf iraq jordan,
neighborOf iraq kuwait,neighborOf iraq jordan,neighborOf jordan iraq,neighborOf iraq kuwait,
neighborOf iraq syria,neighborOf iraq saudi_arabia,neighborOf saudi_arabia jordan,neighborOf jordan syria,
neighborOf dr_congo uganda,neighborOf dr_congo uganda,
neighborOf dr_congo tanzania,neighborOf dr_congo central_african_republic,neighborOf central_african_republic dr_congo,neighborOf dr_congo tanzania,
neighborOf dr_congo republic_of_the_congo,neighborOf dr_congo central_african_republic,neighborOf central_african_republic dr_congo,neighborOf dr_congo republic_of_the_congo,
neighborOf dr_congo central_african_republic,neighborOf dr_congo central_african_republic,
neighborOf dr_congo angola,neighborOf dr_congo central_african_republic,neighborOf central_african_republic dr_congo,neighborOf dr_congo angola,
neighborOf dr_congo rwanda,neighborOf dr_congo uganda,neighborOf uganda tanzania,neighborOf tanzania rwanda,
neighborOf dr_congo south_sudan,neighborOf dr_congo central_african_republic,neighborOf central_african_republic dr_congo,neighborOf dr_congo south_sudan,
neighborOf dr_congo zambia,neighborOf dr_congo uganda,neighborOf uganda tanzania,neighborOf tanzania zambia,
neighborOf dr_congo burundi,neighborOf dr_congo uganda,neighborOf uganda tanzania,neighborOf tanzania burundi,
locatedIn kyrgyzstan central_asia,neighborOf kyrgyzstan china,neighborOf china tajikistan,locatedIn tajikistan central_asia,
neighborOf kyrgyzstan china,neighborOf kyrgyzstan kazakhstan,neighborOf kazakhstan russia,neighborOf russia china,
neighborOf kyrgyzstan kazakhstan,neighborOf kyrgyzstan kazakhstan,
neighborOf kyrgyzstan tajikistan,neighborOf kyrgyzstan tajikistan,
neighborOf kyrgyzstan uzbekistan,neighborOf kyrgyzstan china,neighborOf china tajikistan,neighborOf tajikistan uzbekistan,
locatedIn botswana southern_africa,neighborOf botswana south_africa,neighborOf south_africa botswana,locatedIn botswana southern_africa,
locatedIn botswana africa,neighborOf botswana zimbabwe,neighborOf zimbabwe south_africa,locatedIn south_africa africa,
neighborOf botswana zimbabwe,neighborOf botswana zimbabwe,
neighborOf botswana namibia,neighborOf botswana zimbabwe,neighborOf zimbabwe south_africa,neighborOf south_africa namibia,
neighborOf botswana zambia,neighborOf botswana south_africa,neighborOf south_africa mozambique,neighborOf mozambique zambia,
neighborOf botswana south_africa,neighborOf botswana zimbabwe,neighborOf zimbabwe botswana,neighborOf botswana south_africa,
locatedIn lesotho southern_africa,neighborOf lesotho south_africa,neighborOf south_africa lesotho,locatedIn lesotho southern_africa,
locatedIn lesotho africa,neighborOf lesotho south_africa,neighborOf south_africa swaziland,locatedIn swaziland africa,
neighborOf lesotho south_africa,neighborOf lesotho south_africa,
locatedIn sri_lanka southern_asia,neighborOf sri_lanka india,neighborOf india sri_lanka,locatedIn sri_lanka southern_asia,
neighborOf sri_lanka india,neighborOf sri_lanka india,
locatedIn belgium western_europe,neighborOf belgium germany,neighborOf germany switzerland,locatedIn switzerland western_europe,
locatedIn belgium europe,neighborOf belgium luxembourg,neighborOf luxembourg france,locatedIn france europe,
neighborOf belgium germany,neighborOf belgium germany,
neighborOf belgium luxembourg,neighborOf belgium luxembourg,
neighborOf belgium france,neighborOf belgium germany,neighborOf germany switzerland,neighborOf switzerland france,
neighborOf belgium netherlands,neighborOf belgium luxembourg,neighborOf luxembourg germany,neighborOf germany netherlands,
locatedIn qatar western_asia,neighborOf qatar saudi_arabia,neighborOf saudi_arabia iraq,locatedIn iraq western_asia,
locatedIn qatar asia,neighborOf qatar saudi_arabia,neighborOf saudi_arabia united_arab_emirates,locatedIn united_arab_emirates asia,
neighborOf qatar saudi_arabia,neighborOf qatar saudi_arabia,
locatedIn syria western_asia,neighborOf syria israel,neighborOf israel jordan,locatedIn jordan western_asia,
locatedIn syria asia,neighborOf syria turkey,neighborOf turkey azerbaijan,locatedIn azerbaijan asia,
neighborOf syria israel,neighborOf syria israel,
neighborOf syria turkey,neighborOf syria iraq,neighborOf iraq syria,neighborOf syria turkey,
neighborOf syria jordan,neighborOf syria iraq,neighborOf iraq syria,neighborOf syria jordan,
neighborOf syria lebanon,neighborOf syria iraq,neighborOf iraq syria,neighborOf syria lebanon,
neighborOf syria iraq,neighborOf syria iraq,
locatedIn india southern_asia,neighborOf india afghanistan,neighborOf afghanistan iran,locatedIn iran southern_asia,
locatedIn india asia,neighborOf india myanmar,neighborOf myanmar laos,locatedIn laos asia,
neighborOf india afghanistan,neighborOf india nepal,neighborOf nepal india,neighborOf india afghanistan,
neighborOf india bhutan,neighborOf india nepal,neighborOf nepal india,neighborOf india bhutan,
neighborOf india bangladesh,neighborOf india nepal,neighborOf nepal india,neighborOf india bangladesh,
neighborOf india china,neighborOf india nepal,neighborOf nepal india,neighborOf india china,
neighborOf india nepal,neighborOf india nepal,
neighborOf india myanmar,neighborOf india nepal,neighborOf nepal india,neighborOf india myanmar,
neighborOf india pakistan,neighborOf india nepal,neighborOf nepal india,neighborOf india pakistan,
neighborOf india sri_lanka,neighborOf india nepal,neighborOf nepal india,neighborOf india sri_lanka,
locatedIn morocco northern_africa,neighborOf morocco spain,neighborOf spain morocco,locatedIn morocco northern_africa,
neighborOf morocco algeria,neighborOf morocco algeria,
neighborOf morocco spain,neighborOf morocco spain,
neighborOf morocco western_sahara,neighborOf morocco algeria,neighborOf algeria mauritania,neighborOf mauritania western_sahara,
locatedIn kenya eastern_africa,neighborOf kenya somalia,neighborOf somalia djibouti,locatedIn djibouti eastern_africa,
locatedIn kenya africa,neighborOf kenya south_sudan,neighborOf south_sudan uganda,locatedIn uganda africa,
neighborOf kenya uganda,neighborOf kenya somalia,neighborOf somalia kenya,neighborOf kenya uganda,
neighborOf kenya tanzania,neighborOf kenya south_sudan,neighborOf south_sudan uganda,neighborOf uganda tanzania,
neighborOf kenya somalia,neighborOf kenya somalia,
neighborOf kenya south_sudan,neighborOf kenya somalia,neighborOf somalia ethiopia,neighborOf ethiopia south_sudan,
neighborOf kenya ethiopia,neighborOf kenya somalia,neighborOf somalia djibouti,neighborOf djibouti ethiopia,
locatedIn south_sudan middle_africa,neighborOf south_sudan sudan,neighborOf sudan chad,locatedIn chad middle_africa,
locatedIn south_sudan africa,neighborOf south_sudan sudan,neighborOf sudan chad,locatedIn chad africa,
neighborOf south_sudan uganda,neighborOf south_sudan ethiopia,neighborOf ethiopia kenya,neighborOf kenya uganda,
neighborOf south_sudan dr_congo,neighborOf south_sudan central_african_republic,neighborOf central_african_republic dr_congo,
neighborOf south_sudan kenya,neighborOf south_sudan sudan,neighborOf sudan ethiopia,neighborOf ethiopia kenya,
neighborOf south_sudan central_african_republic,neighborOf south_sudan central_african_republic,
neighborOf south_sudan sudan,neighborOf south_sudan sudan,
neighborOf south_sudan ethiopia,neighborOf south_sudan ethiopia,
locatedIn ghana western_africa,neighborOf ghana ivory_coast,neighborOf ivory_coast ghana,locatedIn ghana western_africa,
neighborOf ghana burkina_faso,neighborOf ghana ivory_coast,neighborOf ivory_coast ghana,neighborOf ghana burkina_faso,
neighborOf ghana ivory_coast,neighborOf ghana togo,neighborOf togo burkina_faso,neighborOf burkina_faso ivory_coast,
neighborOf ghana togo,neighborOf ghana togo,
locatedIn tajikistan central_asia,neighborOf tajikistan kyrgyzstan,neighborOf kyrgyzstan tajikistan,locatedIn tajikistan central_asia,
locatedIn tajikistan asia,neighborOf tajikistan kyrgyzstan,neighborOf kyrgyzstan tajikistan,locatedIn tajikistan asia,
neighborOf tajikistan china,neighborOf tajikistan kyrgyzstan,neighborOf kyrgyzstan tajikistan,neighborOf tajikistan china,
neighborOf tajikistan kyrgyzstan,neighborOf tajikistan kyrgyzstan,
neighborOf tajikistan afghanistan,neighborOf tajikistan uzbekistan,neighborOf uzbekistan turkmenistan,neighborOf turkmenistan afghanistan,
neighborOf tajikistan uzbekistan,neighborOf tajikistan kyrgyzstan,neighborOf kyrgyzstan tajikistan,neighborOf tajikistan uzbekistan,
locatedIn cameroon middle_africa,neighborOf cameroon republic_of_the_congo,neighborOf republic_of_the_congo gabon,locatedIn gabon middle_africa,
locatedIn cameroon africa,neighborOf cameroon chad,neighborOf chad libya,locatedIn libya africa,
neighborOf cameroon chad,neighborOf cameroon chad,
neighborOf cameroon republic_of_the_congo,neighborOf cameroon chad,neighborOf chad central_african_republic,neighborOf central_african_republic republic_of_the_congo,
neighborOf cameroon gabon,neighborOf cameroon gabon,
neighborOf cameroon equatorial_guinea,neighborOf cameroon nigeria,neighborOf nigeria cameroon,neighborOf cameroon equatorial_guinea,
neighborOf cameroon central_african_republic,neighborOf cameroon nigeria,neighborOf nigeria chad,neighborOf chad central_african_republic,
neighborOf cameroon nigeria,neighborOf cameroon chad,neighborOf chad niger,neighborOf niger nigeria,
locatedIn thailand south-eastern_asia,neighborOf thailand myanmar,neighborOf myanmar laos,locatedIn laos south-eastern_asia,
neighborOf thailand cambodia,neighborOf thailand myanmar,neighborOf myanmar laos,neighborOf laos cambodia,
neighborOf thailand myanmar,neighborOf thailand myanmar,
neighborOf thailand laos,neighborOf thailand laos,
neighborOf thailand malaysia,neighborOf thailand malaysia,
locatedIn sudan northern_africa,neighborOf sudan egypt,neighborOf egypt libya,locatedIn libya northern_africa,
neighborOf sudan chad,neighborOf sudan south_sudan,neighborOf south_sudan sudan,neighborOf sudan chad,
neighborOf sudan libya,neighborOf sudan south_sudan,neighborOf south_sudan sudan,neighborOf sudan libya,
neighborOf sudan south_sudan,neighborOf sudan south_sudan,
neighborOf sudan eritrea,neighborOf sudan ethiopia,neighborOf ethiopia djibouti,neighborOf djibouti eritrea,
neighborOf sudan central_african_republic,neighborOf sudan south_sudan,neighborOf south_sudan dr_congo,neighborOf dr_congo central_african_republic,
neighborOf sudan egypt,neighborOf sudan south_sudan,neighborOf south_sudan sudan,neighborOf sudan egypt,
neighborOf sudan ethiopia,neighborOf sudan central_african_republic,neighborOf central_african_republic south_sudan,neighborOf south_sudan ethiopia,
locatedIn chad middle_africa,neighborOf chad niger,neighborOf niger chad,locatedIn chad middle_africa,
locatedIn chad africa,neighborOf chad niger,neighborOf niger chad,locatedIn chad africa,
neighborOf chad libya,neighborOf chad niger,neighborOf niger chad,neighborOf chad libya,
neighborOf chad niger,neighborOf chad niger,
neighborOf chad south_sudan,neighborOf chad niger,neighborOf niger chad,neighborOf chad south_sudan,
neighborOf chad cameroon,neighborOf chad niger,neighborOf niger chad,neighborOf chad cameroon,
neighborOf chad central_african_republic,neighborOf chad niger,neighborOf niger chad,neighborOf chad central_african_republic,
neighborOf chad nigeria,neighborOf chad niger,neighborOf niger chad,neighborOf chad nigeria,
locatedIn liberia western_africa,neighborOf liberia guinea,neighborOf guinea senegal,locatedIn senegal western_africa,
locatedIn liberia africa,neighborOf liberia guinea,neighborOf guinea senegal,locatedIn senegal africa,
neighborOf liberia ivory_coast,neighborOf liberia ivory_coast,
neighborOf liberia sierra_leone,neighborOf liberia ivory_coast,neighborOf ivory_coast liberia,neighborOf liberia sierra_leone,
neighborOf liberia guinea,neighborOf liberia guinea,
locatedIn cambodia south-eastern_asia,neighborOf cambodia vietnam,neighborOf vietnam laos,locatedIn laos south-eastern_asia,
locatedIn cambodia asia,neighborOf cambodia vietnam,neighborOf vietnam laos,locatedIn laos asia,
neighborOf cambodia vietnam,neighborOf cambodia vietnam,
neighborOf cambodia thailand,neighborOf cambodia thailand,
neighborOf cambodia laos,neighborOf cambodia vietnam,neighborOf vietnam china,neighborOf china laos,
locatedIn zimbabwe eastern_africa,neighborOf zimbabwe zambia,neighborOf zambia mozambique,locatedIn mozambique eastern_africa,
neighborOf zimbabwe zambia,neighborOf zimbabwe zambia,
neighborOf zimbabwe south_africa,neighborOf zimbabwe south_africa,
neighborOf zimbabwe botswana,neighborOf zimbabwe botswana,
neighborOf zimbabwe mozambique,neighborOf zimbabwe south_africa,neighborOf south_africa swaziland,neighborOf swaziland mozambique,
locatedIn lebanon western_asia,neighborOf lebanon israel,neighborOf israel lebanon,locatedIn lebanon western_asia,
locatedIn lebanon asia,neighborOf lebanon israel,neighborOf israel lebanon,locatedIn lebanon asia,
neighborOf lebanon israel,neighborOf lebanon israel,
neighborOf lebanon syria,neighborOf lebanon israel,neighborOf israel jordan,neighborOf jordan syria,
locatedIn sint_maarten caribbean,neighborOf sint_maarten saint_martin,neighborOf saint_martin sint_maarten,locatedIn sint_maarten caribbean,
locatedIn sint_maarten americas,neighborOf sint_maarten saint_martin,neighborOf saint_martin sint_maarten,locatedIn sint_maarten americas,
neighborOf sint_maarten saint_martin,neighborOf sint_maarten saint_martin,
locatedIn ethiopia eastern_africa,neighborOf ethiopia eritrea,neighborOf eritrea djibouti,locatedIn djibouti eastern_africa,
locatedIn ethiopia africa,neighborOf ethiopia sudan,neighborOf sudan libya,locatedIn libya africa,
neighborOf ethiopia somalia,neighborOf ethiopia kenya,neighborOf kenya ethiopia,neighborOf ethiopia somalia,
neighborOf ethiopia kenya,neighborOf ethiopia kenya,
neighborOf ethiopia eritrea,neighborOf ethiopia somalia,neighborOf somalia djibouti,neighborOf djibouti eritrea,
neighborOf ethiopia south_sudan,neighborOf ethiopia somalia,neighborOf somalia ethiopia,neighborOf ethiopia south_sudan,
neighborOf ethiopia djibouti,neighborOf ethiopia somalia,neighborOf somalia ethiopia,neighborOf ethiopia djibouti,
neighborOf ethiopia sudan,neighborOf ethiopia somalia,neighborOf somalia ethiopia,neighborOf ethiopia sudan,
locatedIn guinea-bissau western_africa,neighborOf guinea-bissau guinea,neighborOf guinea sierra_leone,locatedIn sierra_leone western_africa,
locatedIn guinea-bissau africa,neighborOf guinea-bissau guinea,neighborOf guinea senegal,locatedIn senegal africa,
neighborOf guinea-bissau guinea,neighborOf guinea-bissau guinea,
neighborOf guinea-bissau senegal,neighborOf guinea-bissau senegal,
locatedIn libya northern_africa,neighborOf libya tunisia,neighborOf tunisia algeria,locatedIn algeria northern_africa,
locatedIn libya africa,neighborOf libya tunisia,neighborOf tunisia libya,locatedIn libya africa,
neighborOf libya chad,neighborOf libya egypt,neighborOf egypt sudan,neighborOf sudan chad,
neighborOf libya tunisia,neighborOf libya tunisia,
neighborOf libya niger,neighborOf libya tunisia,neighborOf tunisia libya,neighborOf libya niger,
neighborOf libya algeria,neighborOf libya tunisia,neighborOf tunisia libya,neighborOf libya algeria,
neighborOf libya egypt,neighborOf libya tunisia,neighborOf tunisia libya,neighborOf libya egypt,
neighborOf libya sudan,neighborOf libya chad,neighborOf chad central_african_republic,neighborOf central_african_republic sudan,
locatedIn bhutan southern_asia,neighborOf bhutan india,neighborOf india nepal,locatedIn nepal southern_asia,
locatedIn bhutan asia,neighborOf bhutan china,neighborOf china tajikistan,locatedIn tajikistan asia,
neighborOf bhutan china,neighborOf bhutan india,neighborOf india nepal,neighborOf nepal china,
neighborOf bhutan india,neighborOf bhutan india,
locatedIn macau asia,neighborOf macau china,neighborOf china tajikistan,locatedIn tajikistan asia,
neighborOf macau china,neighborOf macau china,
locatedIn somalia eastern_africa,neighborOf somalia kenya,neighborOf kenya uganda,locatedIn uganda eastern_africa,
locatedIn somalia africa,neighborOf somalia kenya,neighborOf kenya uganda,locatedIn uganda africa,
neighborOf somalia djibouti,neighborOf somalia djibouti,
neighborOf somalia kenya,neighborOf somalia djibouti,neighborOf djibouti ethiopia,neighborOf ethiopia kenya,
neighborOf somalia ethiopia,neighborOf somalia kenya,neighborOf kenya somalia,neighborOf somalia ethiopia,
locatedIn russia eastern_europe,neighborOf russia lithuania,neighborOf lithuania belarus,locatedIn belarus eastern_europe,
locatedIn russia europe,neighborOf russia finland,neighborOf finland sweden,locatedIn sweden europe,
neighborOf russia ukraine,neighborOf russia lithuania,neighborOf lithuania belarus,neighborOf belarus ukraine,
neighborOf russia belarus,neighborOf russia lithuania,neighborOf lithuania latvia,neighborOf latvia belarus,
neighborOf russia china,neighborOf russia kazakhstan,neighborOf kazakhstan russia,neighborOf russia china,
neighborOf russia kazakhstan,neighborOf russia kazakhstan,
neighborOf russia norway,neighborOf russia finland,neighborOf finland sweden,neighborOf sweden norway,
neighborOf russia poland,neighborOf russia lithuania,neighborOf lithuania belarus,neighborOf belarus poland,
neighborOf russia azerbaijan,neighborOf russia kazakhstan,neighborOf kazakhstan russia,neighborOf russia azerbaijan,
neighborOf russia lithuania,neighborOf russia lithuania,
neighborOf russia estonia,neighborOf russia lithuania,neighborOf lithuania latvia,neighborOf latvia estonia,
neighborOf russia north_korea,neighborOf russia kazakhstan,neighborOf kazakhstan china,neighborOf china north_korea,
neighborOf russia finland,neighborOf russia kazakhstan,neighborOf kazakhstan russia,neighborOf russia finland,
neighborOf russia mongolia,neighborOf russia kazakhstan,neighborOf kazakhstan china,neighborOf china mongolia,
neighborOf russia latvia,neighborOf russia georgia,neighborOf georgia russia,neighborOf russia latvia,
neighborOf russia georgia,neighborOf russia georgia,
locatedIn panama central_america,neighborOf panama costa_rica,neighborOf costa_rica nicaragua,locatedIn nicaragua central_america,
locatedIn panama americas,neighborOf panama costa_rica,neighborOf costa_rica panama,locatedIn panama americas,
neighborOf panama costa_rica,neighborOf panama costa_rica,
neighborOf panama colombia,neighborOf panama costa_rica,neighborOf costa_rica panama,neighborOf panama colombia,
locatedIn papua_new_guinea melanesia,neighborOf papua_new_guinea indonesia,neighborOf indonesia papua_new_guinea,locatedIn papua_new_guinea melanesia,
locatedIn papua_new_guinea oceania,neighborOf papua_new_guinea indonesia,neighborOf indonesia papua_new_guinea,locatedIn papua_new_guinea oceania,
neighborOf papua_new_guinea indonesia,neighborOf papua_new_guinea indonesia,
locatedIn north_korea eastern_asia,neighborOf north_korea russia,neighborOf russia mongolia,locatedIn mongolia eastern_asia,
neighborOf north_korea china,neighborOf north_korea china,
neighborOf north_korea south_korea,neighborOf north_korea south_korea,
neighborOf north_korea russia,neighborOf north_korea south_korea,neighborOf south_korea north_korea,neighborOf north_korea russia,
locatedIn latvia northern_europe,neighborOf latvia lithuania,neighborOf lithuania latvia,locatedIn latvia northern_europe,
locatedIn latvia europe,neighborOf latvia russia,neighborOf russia finland,locatedIn finland europe,
neighborOf latvia lithuania,neighborOf latvia lithuania,
neighborOf latvia belarus,neighborOf latvia lithuania,neighborOf lithuania poland,neighborOf poland belarus,
neighborOf latvia russia,neighborOf latvia russia,
neighborOf latvia estonia,neighborOf latvia russia,neighborOf russia latvia,neighborOf latvia estonia,
locatedIn oman western_asia,neighborOf oman saudi_arabia,neighborOf saudi_arabia kuwait,locatedIn kuwait western_asia,
locatedIn oman asia,neighborOf oman yemen,neighborOf yemen oman,locatedIn oman asia,
neighborOf oman saudi_arabia,neighborOf oman saudi_arabia,
neighborOf oman yemen,neighborOf oman yemen,
neighborOf oman united_arab_emirates,neighborOf oman yemen,neighborOf yemen oman,neighborOf oman united_arab_emirates,
locatedIn united_kingdom northern_europe,neighborOf united_kingdom ireland,neighborOf ireland united_kingdom,locatedIn united_kingdom northern_europe,
locatedIn united_kingdom europe,neighborOf united_kingdom ireland,neighborOf ireland united_kingdom,locatedIn united_kingdom europe,
neighborOf united_kingdom ireland,neighborOf united_kingdom ireland,
locatedIn israel western_asia,neighborOf israel syria,neighborOf syria turkey,locatedIn turkey western_asia,
locatedIn israel asia,neighborOf israel syria,neighborOf syria israel,locatedIn israel asia,
neighborOf israel lebanon,neighborOf israel syria,neighborOf syria israel,neighborOf israel lebanon,
neighborOf israel egypt,neighborOf israel egypt,
neighborOf israel jordan,neighborOf israel lebanon,neighborOf lebanon syria,neighborOf syria jordan,
neighborOf israel syria,neighborOf israel syria,
locatedIn togo western_africa,neighborOf togo benin,neighborOf benin nigeria,locatedIn nigeria western_africa,
locatedIn togo africa,neighborOf togo burkina_faso,neighborOf burkina_faso benin,locatedIn benin africa,
neighborOf togo burkina_faso,neighborOf togo burkina_faso,
neighborOf togo ghana,neighborOf togo burkina_faso,neighborOf burkina_faso togo,neighborOf togo ghana,
neighborOf togo benin,neighborOf togo ghana,neighborOf ghana burkina_faso,neighborOf burkina_faso benin,
locatedIn iran southern_asia,neighborOf iran pakistan,neighborOf pakistan iran,locatedIn iran southern_asia,
locatedIn iran asia,neighborOf iran pakistan,neighborOf pakistan afghanistan,locatedIn afghanistan asia,
neighborOf iran afghanistan,neighborOf iran pakistan,neighborOf pakistan india,neighborOf india afghanistan,
neighborOf iran turkmenistan,neighborOf iran pakistan,neighborOf pakistan afghanistan,neighborOf afghanistan turkmenistan,
neighborOf iran turkey,neighborOf iran iraq,neighborOf iraq syria,neighborOf syria turkey,
neighborOf iran armenia,neighborOf iran pakistan,neighborOf pakistan iran,neighborOf iran armenia,
neighborOf iran azerbaijan,neighborOf iran azerbaijan,
neighborOf iran pakistan,neighborOf iran pakistan,
neighborOf iran iraq,neighborOf iran iraq,
locatedIn saint_martin caribbean,neighborOf saint_martin sint_maarten,neighborOf sint_maarten saint_martin,locatedIn saint_martin caribbean,
locatedIn saint_martin americas,neighborOf saint_martin sint_maarten,neighborOf sint_maarten saint_martin,locatedIn saint_martin americas,
neighborOf saint_martin sint_maarten,neighborOf saint_martin sint_maarten,
locatedIn dominican_republic caribbean,neighborOf dominican_republic haiti,neighborOf haiti dominican_republic,locatedIn dominican_republic caribbean,
locatedIn dominican_republic americas,neighborOf dominican_republic haiti,neighborOf haiti dominican_republic,locatedIn dominican_republic americas,
neighborOf dominican_republic haiti,neighborOf dominican_republic haiti,
locatedIn denmark northern_europe,neighborOf denmark germany,neighborOf germany denmark,locatedIn denmark northern_europe,
neighborOf denmark germany,neighborOf denmark germany,
locatedIn chile south_america,neighborOf chile argentina,neighborOf argentina chile,locatedIn chile south_america,
neighborOf chile argentina,neighborOf chile argentina,
neighborOf chile bolivia,neighborOf chile argentina,neighborOf argentina chile,neighborOf chile bolivia,
neighborOf chile peru,neighborOf chile argentina,neighborOf argentina chile,neighborOf chile peru,
locatedIn kosovo eastern_europe,neighborOf kosovo serbia,neighborOf serbia romania,locatedIn romania eastern_europe,
locatedIn kosovo europe,neighborOf kosovo serbia,neighborOf serbia croatia,locatedIn croatia europe,
neighborOf kosovo serbia,neighborOf kosovo serbia,
neighborOf kosovo albania,neighborOf kosovo albania,
neighborOf kosovo macedonia,neighborOf kosovo macedonia,
neighborOf kosovo montenegro,neighborOf kosovo serbia,neighborOf serbia croatia,neighborOf croatia montenegro,
locatedIn eritrea eastern_africa,neighborOf eritrea ethiopia,neighborOf ethiopia djibouti,locatedIn djibouti eastern_africa,
neighborOf eritrea djibouti,neighborOf eritrea djibouti,
neighborOf eritrea sudan,neighborOf eritrea sudan,
neighborOf eritrea ethiopia,neighborOf eritrea djibouti,neighborOf djibouti somalia,neighborOf somalia ethiopia,
locatedIn equatorial_guinea middle_africa,neighborOf equatorial_guinea cameroon,neighborOf cameroon chad,locatedIn chad middle_africa,
locatedIn equatorial_guinea africa,neighborOf equatorial_guinea cameroon,neighborOf cameroon chad,locatedIn chad africa,
neighborOf equatorial_guinea gabon,neighborOf equatorial_guinea gabon,
neighborOf equatorial_guinea cameroon,neighborOf equatorial_guinea cameroon,
locatedIn niger western_africa,neighborOf niger burkina_faso,neighborOf burkina_faso ghana,locatedIn ghana western_africa,
locatedIn niger africa,neighborOf niger algeria,neighborOf algeria libya,locatedIn libya africa,
neighborOf niger chad,neighborOf niger algeria,neighborOf algeria libya,neighborOf libya chad,
neighborOf niger burkina_faso,neighborOf niger burkina_faso,
neighborOf niger benin,neighborOf niger mali,neighborOf mali burkina_faso,neighborOf burkina_faso benin,
neighborOf niger mali,neighborOf niger mali,
neighborOf niger algeria,neighborOf niger libya,neighborOf libya tunisia,neighborOf tunisia algeria,
neighborOf niger nigeria,neighborOf niger benin,neighborOf benin niger,neighborOf niger nigeria,
locatedIn rwanda eastern_africa,neighborOf rwanda tanzania,neighborOf tanzania uganda,locatedIn uganda eastern_africa,
locatedIn rwanda africa,neighborOf rwanda tanzania,neighborOf tanzania uganda,locatedIn uganda africa,
neighborOf rwanda burundi,neighborOf rwanda burundi,
neighborOf rwanda tanzania,neighborOf rwanda tanzania,
neighborOf rwanda uganda,neighborOf rwanda burundi,neighborOf burundi tanzania,neighborOf tanzania uganda,
neighborOf rwanda dr_congo,neighborOf rwanda burundi,neighborOf burundi tanzania,neighborOf tanzania dr_congo,
locatedIn united_arab_emirates western_asia,neighborOf united_arab_emirates saudi_arabia,neighborOf saudi_arabia jordan,locatedIn jordan western_asia,
locatedIn united_arab_emirates asia,neighborOf united_arab_emirates oman,neighborOf oman united_arab_emirates,locatedIn united_arab_emirates asia,
neighborOf united_arab_emirates oman,neighborOf united_arab_emirates oman,
neighborOf united_arab_emirates saudi_arabia,neighborOf united_arab_emirates saudi_arabia,
locatedIn estonia northern_europe,neighborOf estonia latvia,neighborOf latvia estonia,locatedIn estonia northern_europe,
locatedIn estonia europe,neighborOf estonia latvia,neighborOf latvia estonia,locatedIn estonia europe,
neighborOf estonia latvia,neighborOf estonia latvia,
neighborOf estonia russia,neighborOf estonia russia,
locatedIn greece southern_europe,neighborOf greece albania,neighborOf albania macedonia,locatedIn macedonia southern_europe,
locatedIn greece europe,neighborOf greece albania,neighborOf albania greece,locatedIn greece europe,
neighborOf greece bulgaria,neighborOf greece macedonia,neighborOf macedonia serbia,neighborOf serbia bulgaria,
neighborOf greece albania,neighborOf greece albania,
neighborOf greece macedonia,neighborOf greece macedonia,
neighborOf greece turkey,neighborOf greece macedonia,neighborOf macedonia bulgaria,neighborOf bulgaria turkey,
locatedIn senegal western_africa,neighborOf senegal gambia,neighborOf gambia senegal,locatedIn senegal western_africa,
locatedIn senegal africa,neighborOf senegal gambia,neighborOf gambia senegal,locatedIn senegal africa,
neighborOf senegal guinea-bissau,neighborOf senegal mali,neighborOf mali guinea,neighborOf guinea guinea-bissau,
neighborOf senegal mauritania,neighborOf senegal mauritania,
neighborOf senegal mali,neighborOf senegal mauritania,neighborOf mauritania algeria,neighborOf algeria mali,
neighborOf senegal gambia,neighborOf senegal gambia,
neighborOf senegal guinea,neighborOf senegal gambia,neighborOf gambia senegal,neighborOf senegal guinea,
locatedIn monaco western_europe,neighborOf monaco france,neighborOf france monaco,locatedIn monaco western_europe,
neighborOf monaco france,neighborOf monaco france,
locatedIn djibouti eastern_africa,neighborOf djibouti somalia,neighborOf somalia djibouti,locatedIn djibouti eastern_africa,
neighborOf djibouti eritrea,neighborOf djibouti somalia,neighborOf somalia djibouti,neighborOf djibouti eritrea,
neighborOf djibouti somalia,neighborOf djibouti somalia,
neighborOf djibouti ethiopia,neighborOf djibouti ethiopia,
locatedIn indonesia south-eastern_asia,neighborOf indonesia malaysia,neighborOf malaysia thailand,locatedIn thailand south-eastern_asia,
neighborOf indonesia papua_new_guinea,neighborOf indonesia papua_new_guinea,
neighborOf indonesia timor-leste,neighborOf indonesia papua_new_guinea,neighborOf papua_new_guinea indonesia,neighborOf indonesia timor-leste,
neighborOf indonesia malaysia,neighborOf indonesia malaysia,
locatedIn uganda eastern_africa,neighborOf uganda dr_congo,neighborOf dr_congo rwanda,locatedIn rwanda eastern_africa,
locatedIn uganda africa,neighborOf uganda kenya,neighborOf kenya uganda,locatedIn uganda africa,
neighborOf uganda tanzania,neighborOf uganda dr_congo,neighborOf dr_congo zambia,neighborOf zambia tanzania,
neighborOf uganda dr_congo,neighborOf uganda dr_congo,
neighborOf uganda kenya,neighborOf uganda south_sudan,neighborOf south_sudan ethiopia,neighborOf ethiopia kenya,
neighborOf uganda south_sudan,neighborOf uganda south_sudan,
neighborOf uganda rwanda,neighborOf uganda dr_congo,neighborOf dr_congo tanzania,neighborOf tanzania rwanda,
locatedIn macedonia southern_europe,neighborOf macedonia serbia,neighborOf serbia bosnia_and_herzegovina,locatedIn bosnia_and_herzegovina southern_europe,
locatedIn macedonia europe,neighborOf macedonia bulgaria,neighborOf bulgaria greece,locatedIn greece europe,
